income,fixed_expenses,weekly_food_spending,weekly_transport_spending,subscription_services_count,employment_status,age,last_month_spending,savings_last_month,next_month_spending_prediction,saving_suggestion
49924000,14770000,999000,888000,1,Student,34,3648000,46276000,20400814.12,"Sudah cukup hemat, pertahankan kebiasaan menabung."
48201000,12331000,1473000,688000,8,Contract,18,36090000,12111000,24422531.6,Kurangi langganan aplikasi jasa yang jarang digunakan.
21181000,6944000,1587000,372000,1,Businessman,37,14703000,6478000,16697634.37,"Sudah cukup hemat, pertahankan kebiasaan menabung."
17679000,3600000,894000,567000,5,Freelance,50,11585000,6094000,10707477.3,"Cobalah menggunakan transportasi umum seperti angkot, bus, atau KRL."
40468000,15259000,2909000,366000,7,Student,37,28002000,12466000,23622576.25,Kurangi langganan aplikasi jasa yang jarang digunakan.
24553000,8163000,1992000,903000,0,Part-time,56,4495000,20058000,19521612.17,"Kurangi makan di luar, coba masak sendiri di rumah."
41598000,10282000,2710000,417000,8,Businessman,45,6625000,34973000,27809219.17,Kurangi langganan aplikasi jasa yang jarang digunakan.
9903000,2964000,1468000,167000,8,Freelance,34,3262000,6641000,10666996.96,Kurangi langganan aplikasi jasa yang jarang digunakan.
43710000,8918000,1738000,309000,4,Businessman,62,37082000,6628000,18948354.19,"Sudah cukup hemat, pertahankan kebiasaan menabung."
35907000,14094000,592000,844000,5,Student,36,16714000,19193000,16732113.03,"Sudah cukup hemat, pertahankan kebiasaan menabung."
24765000,7136000,1007000,785000,7,Full-time,18,8733000,16032000,15093955.21,Kurangi langganan aplikasi jasa yang jarang digunakan.
32136000,11051000,2408000,530000,1,Freelance,49,14409000,17727000,24528260.7,"Sudah cukup hemat, pertahankan kebiasaan menabung."
39378000,10198000,2975000,721000,6,Part-time,56,27618000,11760000,24241621.89,Kurangi langganan aplikasi jasa yang jarang digunakan.
40105000,14228000,2326000,375000,0,Contract,22,13090000,27015000,25653531.88,"Sudah cukup hemat, pertahankan kebiasaan menabung."
12155000,4523000,349000,579000,4,Freelance,38,10900000,1255000,9402630.528,"Cobalah menggunakan transportasi umum seperti angkot, bus, atau KRL."
21711000,7113000,2678000,910000,1,Freelance,21,14220000,7491000,24184377.92,"Kurangi makan di luar, coba masak sendiri di rumah."
36561000,12816000,717000,763000,8,Contract,29,16659000,19902000,19624042.52,Kurangi langganan aplikasi jasa yang jarang digunakan.
24659000,7702000,797000,608000,1,Student,31,7396000,17263000,11401066.07,"Sudah cukup hemat, pertahankan kebiasaan menabung."
13001000,2924000,356000,659000,5,Part-time,18,8662000,4339000,6329248.113,"Cobalah menggunakan transportasi umum seperti angkot, bus, atau KRL."
33760000,10560000,2895000,924000,4,Part-time,40,21284000,12476000,27682764.74,"Kurangi makan di luar, coba masak sendiri di rumah."
19464000,4178000,644000,820000,0,Contract,42,15503000,3961000,10025272.08,"Cobalah menggunakan transportasi umum seperti angkot, bus, atau KRL."
26678000,6964000,494000,685000,7,Part-time,18,22330000,4348000,9702180.984,Kurangi langganan aplikasi jasa yang jarang digunakan.
40556000,13927000,1181000,830000,6,Freelance,58,30117000,10439000,22966233.84,Kurangi langganan aplikasi jasa yang jarang digunakan.
32647000,12846000,2366000,838000,2,Student,23,22644000,10003000,21794515.58,"Cobalah menggunakan transportasi umum seperti angkot, bus, atau KRL."
23044000,8589000,2283000,997000,9,Businessman,54,12279000,10765000,25036403.11,Kurangi langganan aplikasi jasa yang jarang digunakan.
27444000,6383000,1089000,681000,7,Freelance,60,5678000,21766000,14441814.43,Kurangi langganan aplikasi jasa yang jarang digunakan.
22294000,4981000,1344000,558000,5,Part-time,39,6076000,16218000,12976485.05,"Cobalah menggunakan transportasi umum seperti angkot, bus, atau KRL."
15918000,3564000,564000,766000,10,Full-time,20,13662000,2256000,8508284.276,Kurangi langganan aplikasi jasa yang jarang digunakan.
47920000,15424000,965000,311000,6,Student,29,36828000,11092000,18105660.14,Kurangi langganan aplikasi jasa yang jarang digunakan.
26283000,6447000,2446000,721000,9,Freelance,61,18819000,7464000,21155921.34,Kurangi langganan aplikasi jasa yang jarang digunakan.
16164000,3314000,537000,762000,7,Part-time,39,8359000,7805000,8133010.183,Kurangi langganan aplikasi jasa yang jarang digunakan.
30641000,10678000,1266000,795000,4,Contract,55,4353000,26288000,19516874.58,"Cobalah menggunakan transportasi umum seperti angkot, bus, atau KRL."
29419000,8883000,1150000,415000,4,Student,37,12550000,16869000,13557550.23,"Sudah cukup hemat, pertahankan kebiasaan menabung."
19048000,5664000,535000,574000,8,Freelance,26,3814000,15234000,10841448.88,Kurangi langganan aplikasi jasa yang jarang digunakan.
41079000,15040000,506000,316000,6,Full-time,26,33417000,7662000,21976068.42,Kurangi langganan aplikasi jasa yang jarang digunakan.
21741000,8444000,2470000,763000,9,Businessman,58,18043000,3698000,27932527.44,Kurangi langganan aplikasi jasa yang jarang digunakan.
17613000,4282000,2061000,372000,5,Businessman,29,11743000,5870000,16760740.98,"Kurangi makan di luar, coba masak sendiri di rumah."
46815000,9921000,1937000,469000,7,Freelance,54,33817000,12998000,22118277.36,Kurangi langganan aplikasi jasa yang jarang digunakan.
48603000,15745000,2251000,830000,4,Student,24,26943000,21660000,26065788.49,"Sudah cukup hemat, pertahankan kebiasaan menabung."
10430000,4069000,513000,689000,10,Full-time,47,6982000,3448000,9517485.22,Kurangi langganan aplikasi jasa yang jarang digunakan.
15679000,5653000,1763000,210000,4,Freelance,60,7410000,8269000,15387613.87,"Kurangi makan di luar, coba masak sendiri di rumah."
40601000,11194000,1814000,325000,3,Freelance,52,16508000,24093000,23157049.3,"Sudah cukup hemat, pertahankan kebiasaan menabung."
14889000,3976000,1108000,693000,8,Freelance,36,8906000,5983000,12065235.69,Kurangi langganan aplikasi jasa yang jarang digunakan.
42394000,10955000,2599000,889000,7,Part-time,29,32134000,10260000,25248634.49,Kurangi langganan aplikasi jasa yang jarang digunakan.
25528000,6968000,2815000,349000,2,Student,34,5357000,20171000,17585168.29,"Kurangi makan di luar, coba masak sendiri di rumah."
16777000,4242000,918000,984000,5,Freelance,46,3294000,13483000,13288449.05,"Cobalah menggunakan transportasi umum seperti angkot, bus, atau KRL."
19207000,7016000,920000,410000,4,Full-time,52,5883000,13324000,13808322.92,"Sudah cukup hemat, pertahankan kebiasaan menabung."
48314000,18533000,815000,345000,4,Student,52,5487000,42827000,20594778.52,"Sudah cukup hemat, pertahankan kebiasaan menabung."
18365000,4788000,1388000,152000,4,Contract,23,8819000,9546000,11249649.6,"Kurangi makan di luar, coba masak sendiri di rumah."
49609000,18325000,650000,671000,5,Businessman,37,16608000,33001000,30434410.2,"Sudah cukup hemat, pertahankan kebiasaan menabung."
9413000,2100000,890000,550000,3,Part-time,42,7206000,2207000,7894154.22,"Kurangi makan di luar, coba masak sendiri di rumah."
27499000,8137000,913000,111000,3,Full-time,30,16888000,10611000,13685946.16,"Sudah cukup hemat, pertahankan kebiasaan menabung."
26860000,9256000,2451000,681000,8,Full-time,46,12343000,14517000,23322481.85,Kurangi langganan aplikasi jasa yang jarang digunakan.
23672000,4913000,2671000,510000,9,Contract,24,13061000,10611000,19606099.74,Kurangi langganan aplikasi jasa yang jarang digunakan.
25857000,8190000,1698000,376000,0,Freelance,18,19203000,6654000,16050907.43,"Sudah cukup hemat, pertahankan kebiasaan menabung."
18190000,6012000,523000,540000,9,Contract,26,4885000,13305000,11227468.95,Kurangi langganan aplikasi jasa yang jarang digunakan.
18064000,6320000,1250000,468000,5,Contract,37,13923000,4141000,13501282,"Cobalah menggunakan transportasi umum seperti angkot, bus, atau KRL."
14117000,5009000,1294000,121000,3,Student,40,4849000,9268000,9572169.735,"Kurangi makan di luar, coba masak sendiri di rumah."
42577000,14866000,2820000,721000,6,Contract,20,36364000,6213000,33130023.52,Kurangi langganan aplikasi jasa yang jarang digunakan.
25772000,8951000,888000,306000,3,Businessman,35,10419000,15353000,15734192.2,"Sudah cukup hemat, pertahankan kebiasaan menabung."
41763000,9308000,1835000,813000,0,Student,60,33451000,8312000,15204294.5,"Sudah cukup hemat, pertahankan kebiasaan menabung."
8480000,1741000,1140000,312000,2,Full-time,32,6589000,1891000,7666890.38,"Kurangi makan di luar, coba masak sendiri di rumah."
48341000,14470000,2008000,650000,8,Businessman,39,14894000,33447000,30118719.18,Kurangi langganan aplikasi jasa yang jarang digunakan.
41938000,11406000,2351000,203000,0,Freelance,40,26724000,15214000,26246798.58,"Sudah cukup hemat, pertahankan kebiasaan menabung."
47699000,12695000,2809000,110000,8,Full-time,29,17396000,30303000,27428719.17,Kurangi langganan aplikasi jasa yang jarang digunakan.
49002000,10889000,1681000,393000,4,Businessman,51,21187000,27815000,22154013.85,"Sudah cukup hemat, pertahankan kebiasaan menabung."
19864000,6248000,758000,873000,7,Part-time,36,16665000,3199000,12447455.38,Kurangi langganan aplikasi jasa yang jarang digunakan.
10751000,4106000,787000,771000,0,Freelance,33,4121000,6630000,11682739.2,"Cobalah menggunakan transportasi umum seperti angkot, bus, atau KRL."
49719000,10497000,1163000,862000,5,Student,19,19507000,30212000,17385506.39,"Sudah cukup hemat, pertahankan kebiasaan menabung."
23806000,5443000,2090000,443000,1,Student,27,14780000,9026000,15316310.3,"Kurangi makan di luar, coba masak sendiri di rumah."
41782000,9613000,2747000,289000,6,Contract,29,25406000,16376000,24040344.14,Kurangi langganan aplikasi jasa yang jarang digunakan.
22180000,6479000,1410000,267000,8,Student,46,5427000,16753000,12418322.55,Kurangi langganan aplikasi jasa yang jarang digunakan.
12498000,3623000,1168000,757000,8,Contract,43,8559000,3939000,12218552.2,Kurangi langganan aplikasi jasa yang jarang digunakan.
45414000,14594000,2647000,243000,7,Student,61,29214000,16200000,22114902.56,Kurangi langganan aplikasi jasa yang jarang digunakan.
25693000,8324000,1797000,307000,5,Freelance,26,10074000,15619000,18486428.06,"Sudah cukup hemat, pertahankan kebiasaan menabung."
38600000,14747000,1939000,646000,9,Full-time,42,8150000,30450000,27667782.71,Kurangi langganan aplikasi jasa yang jarang digunakan.
45976000,10538000,2919000,801000,7,Freelance,24,25771000,20205000,28918718.35,Kurangi langganan aplikasi jasa yang jarang digunakan.
26641000,7586000,774000,706000,10,Freelance,60,13657000,12984000,15313534.48,Kurangi langganan aplikasi jasa yang jarang digunakan.
47042000,11094000,720000,493000,2,Contract,25,9369000,37673000,16574407.41,"Sudah cukup hemat, pertahankan kebiasaan menabung."
42883000,14030000,331000,250000,6,Student,22,6071000,36812000,14371146.45,Kurangi langganan aplikasi jasa yang jarang digunakan.
44821000,12850000,1216000,169000,0,Businessman,26,28911000,15910000,19918770.67,"Sudah cukup hemat, pertahankan kebiasaan menabung."
38360000,14890000,665000,464000,0,Part-time,54,8372000,29988000,18707762.33,"Sudah cukup hemat, pertahankan kebiasaan menabung."
16394000,4646000,1476000,110000,3,Full-time,60,11073000,5321000,12291224.5,"Kurangi makan di luar, coba masak sendiri di rumah."
13352000,4202000,989000,376000,3,Part-time,50,7424000,5928000,10379229.85,"Cobalah menggunakan transportasi umum seperti angkot, bus, atau KRL."
44375000,16710000,2239000,505000,4,Businessman,59,10940000,33435000,33252751.23,"Sudah cukup hemat, pertahankan kebiasaan menabung."
23781000,7353000,2828000,483000,7,Contract,60,8830000,14951000,22410218.2,Kurangi langganan aplikasi jasa yang jarang digunakan.
39377000,11151000,1603000,621000,2,Part-time,42,30293000,9084000,19999486.24,"Sudah cukup hemat, pertahankan kebiasaan menabung."
39191000,14129000,1900000,694000,4,Freelance,55,9177000,30014000,26424459.3,"Sudah cukup hemat, pertahankan kebiasaan menabung."
45559000,18011000,1782000,891000,7,Student,35,8334000,37225000,25460147.73,Kurangi langganan aplikasi jasa yang jarang digunakan.
33288000,11880000,1049000,641000,0,Freelance,47,25164000,8124000,20316683.12,"Sudah cukup hemat, pertahankan kebiasaan menabung."
22424000,8605000,439000,102000,6,Part-time,62,15780000,6644000,9662754.204,Kurangi langganan aplikasi jasa yang jarang digunakan.
41027000,13328000,1578000,232000,0,Part-time,40,20716000,20311000,21389853.78,"Sudah cukup hemat, pertahankan kebiasaan menabung."
22975000,8544000,1076000,875000,2,Freelance,20,8853000,14122000,18590635.41,"Cobalah menggunakan transportasi umum seperti angkot, bus, atau KRL."
24399000,8672000,873000,637000,4,Student,45,16764000,7635000,13767146.66,"Cobalah menggunakan transportasi umum seperti angkot, bus, atau KRL."
16637000,3483000,2745000,178000,3,Freelance,56,3401000,13236000,16989060.41,"Kurangi makan di luar, coba masak sendiri di rumah."
6763000,2619000,814000,185000,2,Contract,36,4346000,2417000,7311791.234,"Kurangi makan di luar, coba masak sendiri di rumah."
24636000,6136000,2001000,457000,8,Contract,28,3057000,21579000,17058619.64,Kurangi langganan aplikasi jasa yang jarang digunakan.
16969000,5651000,1522000,740000,0,Full-time,27,3990000,12979000,16389573.04,"Kurangi makan di luar, coba masak sendiri di rumah."
26604000,5472000,1220000,286000,6,Contract,29,19874000,6730000,10595188.43,Kurangi langganan aplikasi jasa yang jarang digunakan.
27032000,6886000,1782000,951000,6,Student,33,11529000,15503000,16842521.3,Kurangi langganan aplikasi jasa yang jarang digunakan.
40414000,14759000,1321000,676000,7,Student,30,18558000,21856000,19511116.54,Kurangi langganan aplikasi jasa yang jarang digunakan.
12805000,3097000,2027000,186000,1,Full-time,40,4268000,8537000,12902034.04,"Kurangi makan di luar, coba masak sendiri di rumah."
26663000,7607000,2525000,247000,7,Part-time,50,5112000,21551000,18375819.79,Kurangi langganan aplikasi jasa yang jarang digunakan.
43341000,9035000,436000,415000,0,Part-time,26,6850000,36491000,12523314.42,"Sudah cukup hemat, pertahankan kebiasaan menabung."
17996000,5759000,494000,238000,1,Businessman,49,9101000,8895000,10058354.58,"Sudah cukup hemat, pertahankan kebiasaan menabung."
20482000,5342000,1282000,746000,4,Businessman,38,3384000,17098000,16227547.87,"Cobalah menggunakan transportasi umum seperti angkot, bus, atau KRL."
29979000,6227000,795000,168000,0,Businessman,30,13548000,16431000,11574418.6,"Sudah cukup hemat, pertahankan kebiasaan menabung."
37582000,11592000,2048000,957000,2,Full-time,26,12813000,24769000,26759810.2,"Cobalah menggunakan transportasi umum seperti angkot, bus, atau KRL."
36566000,10644000,2581000,904000,7,Businessman,30,13632000,22934000,28236955.72,Kurangi langganan aplikasi jasa yang jarang digunakan.
40333000,12385000,952000,866000,4,Contract,48,26382000,13951000,20576304.16,"Sudah cukup hemat, pertahankan kebiasaan menabung."
49160000,15138000,2984000,625000,6,Student,39,28633000,20527000,29317562.21,Kurangi langganan aplikasi jasa yang jarang digunakan.
41903000,11926000,1648000,414000,4,Businessman,25,14318000,27585000,24416252.45,"Sudah cukup hemat, pertahankan kebiasaan menabung."
48475000,9973000,1598000,754000,5,Part-time,36,19522000,28953000,17728922.43,"Sudah cukup hemat, pertahankan kebiasaan menabung."
38271000,8164000,2388000,366000,4,Student,30,28108000,10163000,15870377.14,"Sudah cukup hemat, pertahankan kebiasaan menabung."
24949000,8622000,311000,280000,9,Student,20,8875000,16074000,10099557.11,Kurangi langganan aplikasi jasa yang jarang digunakan.
21672000,6513000,1277000,910000,10,Freelance,60,9187000,12485000,17372855.2,Kurangi langganan aplikasi jasa yang jarang digunakan.
29103000,7234000,1072000,470000,4,Student,35,19058000,10045000,12132451.68,"Sudah cukup hemat, pertahankan kebiasaan menabung."
8417000,2968000,998000,343000,5,Full-time,31,6349000,2068000,9518809.792,"Kurangi makan di luar, coba masak sendiri di rumah."
36389000,9476000,617000,271000,10,Student,46,4681000,31708000,11937020,Kurangi langganan aplikasi jasa yang jarang digunakan.
34362000,12471000,2326000,793000,10,Student,32,24805000,9557000,23807965.53,Kurangi langganan aplikasi jasa yang jarang digunakan.
27155000,8297000,2906000,491000,0,Student,32,12877000,14278000,19775994.33,"Kurangi makan di luar, coba masak sendiri di rumah."
28519000,10254000,2993000,398000,9,Student,28,4514000,24005000,21521073.32,Kurangi langganan aplikasi jasa yang jarang digunakan.
41968000,15079000,1106000,263000,8,Part-time,56,3983000,37985000,20878356.63,Kurangi langganan aplikasi jasa yang jarang digunakan.
14521000,4260000,456000,850000,6,Businessman,35,4545000,9976000,11580382.83,Kurangi langganan aplikasi jasa yang jarang digunakan.
49143000,14123000,1057000,536000,1,Part-time,27,10608000,38535000,21552913.02,"Sudah cukup hemat, pertahankan kebiasaan menabung."
49888000,19040000,1995000,690000,5,Businessman,62,22440000,27448000,36418211.07,"Sudah cukup hemat, pertahankan kebiasaan menabung."
46262000,10579000,2718000,374000,2,Businessman,35,7661000,38601000,26881258.53,"Sudah cukup hemat, pertahankan kebiasaan menabung."
42617000,12659000,1086000,755000,0,Student,39,36604000,6013000,20413151.2,"Sudah cukup hemat, pertahankan kebiasaan menabung."
34869000,9007000,2555000,321000,2,Full-time,19,28889000,5980000,22255382.8,"Sudah cukup hemat, pertahankan kebiasaan menabung."
23051000,6450000,871000,427000,5,Full-time,31,7515000,15536000,12918924.84,"Sudah cukup hemat, pertahankan kebiasaan menabung."
36814000,9239000,2149000,174000,0,Businessman,59,19832000,16982000,22852379.36,"Sudah cukup hemat, pertahankan kebiasaan menabung."
34177000,8197000,1898000,176000,9,Contract,56,4688000,29489000,17389812.23,Kurangi langganan aplikasi jasa yang jarang digunakan.
47276000,18250000,2711000,324000,1,Contract,36,34301000,12975000,30009442.81,"Sudah cukup hemat, pertahankan kebiasaan menabung."
44127000,13528000,1348000,692000,1,Student,32,31949000,12178000,18512639.04,"Sudah cukup hemat, pertahankan kebiasaan menabung."
40371000,12232000,2538000,221000,5,Businessman,34,26534000,13837000,30996072.97,"Sudah cukup hemat, pertahankan kebiasaan menabung."
35577000,12384000,897000,585000,2,Contract,27,8479000,27098000,18667084.01,"Sudah cukup hemat, pertahankan kebiasaan menabung."
33776000,7013000,1773000,796000,10,Student,46,14554000,19222000,14696044.16,Kurangi langganan aplikasi jasa yang jarang digunakan.
22662000,6640000,1569000,404000,4,Full-time,20,7207000,15455000,15601671.65,"Sudah cukup hemat, pertahankan kebiasaan menabung."
30306000,10417000,2016000,585000,7,Contract,63,11421000,18885000,23092600.64,Kurangi langganan aplikasi jasa yang jarang digunakan.
11130000,4071000,1435000,292000,3,Student,37,7265000,3865000,10405686.29,"Kurangi makan di luar, coba masak sendiri di rumah."
14427000,2902000,704000,238000,6,Full-time,54,7987000,6440000,7206996.468,Kurangi langganan aplikasi jasa yang jarang digunakan.
19562000,7194000,1295000,985000,5,Student,29,17027000,2535000,13631210.26,"Cobalah menggunakan transportasi umum seperti angkot, bus, atau KRL."
22594000,7269000,451000,956000,3,Contract,63,5456000,17138000,13222323.8,"Cobalah menggunakan transportasi umum seperti angkot, bus, atau KRL."
26909000,7620000,495000,832000,4,Businessman,32,16212000,10697000,15133664.26,"Cobalah menggunakan transportasi umum seperti angkot, bus, atau KRL."
32445000,11857000,800000,648000,1,Full-time,56,21201000,11244000,19700995.18,"Sudah cukup hemat, pertahankan kebiasaan menabung."
15200000,5895000,1270000,433000,10,Contract,61,13063000,2137000,14867152.58,Kurangi langganan aplikasi jasa yang jarang digunakan.
18233000,6397000,1573000,139000,10,Contract,50,8046000,10187000,14220470.9,Kurangi langganan aplikasi jasa yang jarang digunakan.
34075000,12851000,1640000,307000,9,Businessman,44,28423000,5652000,24521369.07,Kurangi langganan aplikasi jasa yang jarang digunakan.
14098000,4645000,727000,153000,5,Contract,33,4358000,9740000,8624251.412,"Sudah cukup hemat, pertahankan kebiasaan menabung."
25694000,8911000,1996000,388000,0,Part-time,32,6806000,18888000,18521976.29,"Kurangi makan di luar, coba masak sendiri di rumah."
36117000,11850000,1179000,927000,4,Contract,61,21201000,14916000,21186806.24,"Cobalah menggunakan transportasi umum seperti angkot, bus, atau KRL."
38803000,9249000,2682000,334000,2,Student,20,19154000,19649000,19044429.6,"Sudah cukup hemat, pertahankan kebiasaan menabung."
26905000,5760000,2719000,815000,0,Contract,48,19668000,7237000,19274495.68,"Kurangi makan di luar, coba masak sendiri di rumah."
24472000,7402000,1396000,633000,5,Full-time,44,8640000,15832000,18036715.93,"Cobalah menggunakan transportasi umum seperti angkot, bus, atau KRL."
20899000,6238000,1663000,135000,6,Freelance,56,6317000,14582000,14829898.19,Kurangi langganan aplikasi jasa yang jarang digunakan.
42374000,16434000,2627000,994000,0,Student,23,28820000,13554000,26867179.36,"Sudah cukup hemat, pertahankan kebiasaan menabung."
4757000,1110000,359000,230000,1,Full-time,42,3419000,1338000,4166883.284,"Kurangi makan di luar, coba masak sendiri di rumah."
31536000,9768000,1869000,556000,9,Full-time,23,10085000,21451000,21202493.13,Kurangi langganan aplikasi jasa yang jarang digunakan.
30557000,9584000,1338000,324000,0,Full-time,26,17154000,13403000,18773388.02,"Sudah cukup hemat, pertahankan kebiasaan menabung."
20565000,7367000,2503000,184000,3,Part-time,25,16286000,4279000,17835564.49,"Kurangi makan di luar, coba masak sendiri di rumah."
26314000,9877000,2505000,164000,1,Freelance,42,12248000,14066000,23091090.24,"Kurangi makan di luar, coba masak sendiri di rumah."
25807000,5324000,442000,621000,2,Student,56,23078000,2729000,10744073.07,"Sudah cukup hemat, pertahankan kebiasaan menabung."
23898000,8978000,2467000,709000,6,Businessman,44,7244000,16654000,26192152.98,Kurangi langganan aplikasi jasa yang jarang digunakan.
48341000,16287000,2812000,316000,0,Contract,43,22503000,25838000,28809014.78,"Sudah cukup hemat, pertahankan kebiasaan menabung."
18610000,4551000,1172000,777000,5,Student,37,4674000,13936000,11263670.76,"Cobalah menggunakan transportasi umum seperti angkot, bus, atau KRL."
19499000,5377000,516000,920000,0,Freelance,47,7908000,11591000,11922373.3,"Cobalah menggunakan transportasi umum seperti angkot, bus, atau KRL."
17507000,4828000,1254000,833000,8,Freelance,22,6821000,10686000,14962091.98,Kurangi langganan aplikasi jasa yang jarang digunakan.
39861000,11487000,1676000,137000,1,Student,50,4875000,34986000,17150431.41,"Sudah cukup hemat, pertahankan kebiasaan menabung."
35356000,11595000,1514000,532000,7,Student,46,7818000,27538000,17527157.23,Kurangi langganan aplikasi jasa yang jarang digunakan.
24873000,7653000,419000,543000,0,Businessman,53,5465000,19408000,14249232.54,"Sudah cukup hemat, pertahankan kebiasaan menabung."
47194000,12170000,757000,856000,6,Student,47,13498000,33696000,16892846.79,Kurangi langganan aplikasi jasa yang jarang digunakan.
10581000,2260000,751000,736000,10,Part-time,58,3617000,6964000,8639838.9,Kurangi langganan aplikasi jasa yang jarang digunakan.
23443000,7478000,2190000,560000,8,Businessman,60,17397000,6046000,22471116.06,Kurangi langganan aplikasi jasa yang jarang digunakan.
44011000,16418000,2096000,817000,0,Businessman,56,4860000,39151000,34130096.27,"Sudah cukup hemat, pertahankan kebiasaan menabung."
48695000,15965000,1945000,972000,10,Contract,21,17372000,31323000,28552819.18,Kurangi langganan aplikasi jasa yang jarang digunakan.
28219000,6543000,1519000,421000,10,Contract,18,23443000,4776000,13701312.97,Kurangi langganan aplikasi jasa yang jarang digunakan.
12009000,4250000,426000,359000,6,Student,38,7824000,4185000,6456022.453,Kurangi langganan aplikasi jasa yang jarang digunakan.
22314000,8568000,422000,842000,5,Freelance,18,5588000,16726000,14630101.14,"Cobalah menggunakan transportasi umum seperti angkot, bus, atau KRL."
19401000,5016000,2086000,279000,8,Full-time,47,11745000,7656000,16970686.88,Kurangi langganan aplikasi jasa yang jarang digunakan.
16838000,3380000,2109000,395000,0,Businessman,62,3956000,12882000,16384257.05,"Kurangi makan di luar, coba masak sendiri di rumah."
37716000,13540000,1061000,420000,0,Student,40,24046000,13670000,17964350.54,"Sudah cukup hemat, pertahankan kebiasaan menabung."
39462000,11893000,717000,187000,1,Part-time,58,21331000,18131000,13464546.15,"Sudah cukup hemat, pertahankan kebiasaan menabung."
17228000,5423000,1611000,228000,8,Student,40,8689000,8539000,12079702.91,Kurangi langganan aplikasi jasa yang jarang digunakan.
42914000,16736000,1711000,385000,0,Freelance,35,28481000,14433000,27416286.4,"Sudah cukup hemat, pertahankan kebiasaan menabung."
39103000,13531000,1485000,654000,5,Part-time,35,4766000,34337000,22261704,"Sudah cukup hemat, pertahankan kebiasaan menabung."
41345000,9057000,1281000,575000,2,Businessman,38,17081000,24264000,18829144.92,"Sudah cukup hemat, pertahankan kebiasaan menabung."
33364000,11257000,952000,575000,9,Full-time,28,10133000,23231000,18465348.86,Kurangi langganan aplikasi jasa yang jarang digunakan.
24429000,7952000,2639000,982000,9,Part-time,27,5651000,18778000,23135113.63,Kurangi langganan aplikasi jasa yang jarang digunakan.
46301000,9987000,489000,586000,4,Student,43,3811000,42490000,12835321.39,"Sudah cukup hemat, pertahankan kebiasaan menabung."
22130000,5919000,2398000,554000,1,Full-time,31,9705000,12425000,19460524.26,"Kurangi makan di luar, coba masak sendiri di rumah."
37550000,14080000,1359000,450000,9,Freelance,49,27811000,9739000,23254595.67,Kurangi langganan aplikasi jasa yang jarang digunakan.
30727000,8509000,2589000,895000,8,Contract,57,18855000,11872000,25156554.53,Kurangi langganan aplikasi jasa yang jarang digunakan.
44903000,15827000,972000,506000,7,Student,35,31445000,13458000,19012213.06,Kurangi langganan aplikasi jasa yang jarang digunakan.
18986000,5148000,1163000,254000,2,Part-time,64,14534000,4452000,9621241.214,"Sudah cukup hemat, pertahankan kebiasaan menabung."
44792000,10751000,2331000,111000,8,Freelance,40,25261000,19531000,23807695.5,Kurangi langganan aplikasi jasa yang jarang digunakan.
46021000,14171000,2189000,584000,7,Freelance,54,16902000,29119000,27403666.84,Kurangi langganan aplikasi jasa yang jarang digunakan.
35732000,9493000,2760000,985000,1,Businessman,32,3897000,31835000,29123468.56,"Kurangi makan di luar, coba masak sendiri di rumah."
31463000,8528000,1838000,654000,7,Student,57,23690000,7773000,17566685.34,Kurangi langganan aplikasi jasa yang jarang digunakan.
49567000,17745000,840000,449000,9,Full-time,56,29680000,19887000,22338589.34,Kurangi langganan aplikasi jasa yang jarang digunakan.
42646000,14168000,1891000,783000,2,Part-time,24,4182000,38464000,24773299.31,"Sudah cukup hemat, pertahankan kebiasaan menabung."
42270000,16050000,2659000,725000,3,Student,26,27486000,14784000,25155881.64,"Sudah cukup hemat, pertahankan kebiasaan menabung."
38427000,9817000,1809000,593000,5,Businessman,43,30610000,7817000,20157477.01,"Sudah cukup hemat, pertahankan kebiasaan menabung."
39108000,11027000,2905000,846000,2,Contract,48,22112000,16996000,27881782.36,"Sudah cukup hemat, pertahankan kebiasaan menabung."
23924000,8677000,1348000,854000,1,Part-time,41,11253000,12671000,16538923.52,"Cobalah menggunakan transportasi umum seperti angkot, bus, atau KRL."
47450000,13670000,2085000,128000,8,Contract,60,39431000,8019000,26206697.96,Kurangi langganan aplikasi jasa yang jarang digunakan.
47670000,12409000,1624000,425000,10,Contract,59,38831000,8839000,18144309.24,Kurangi langganan aplikasi jasa yang jarang digunakan.
41316000,11827000,479000,804000,9,Full-time,59,27573000,13743000,20146912.39,Kurangi langganan aplikasi jasa yang jarang digunakan.
27907000,6418000,1558000,293000,5,Part-time,44,18755000,9152000,15616700.76,"Sudah cukup hemat, pertahankan kebiasaan menabung."
38636000,10612000,1353000,815000,4,Full-time,18,21709000,16927000,19275159.11,"Sudah cukup hemat, pertahankan kebiasaan menabung."
31556000,8711000,2789000,308000,8,Businessman,30,10567000,20989000,25786214.18,Kurangi langganan aplikasi jasa yang jarang digunakan.
47873000,13935000,2476000,123000,6,Student,33,5582000,42291000,21710225.72,Kurangi langganan aplikasi jasa yang jarang digunakan.
37997000,8480000,1214000,298000,2,Student,64,5895000,32102000,13012933.23,"Sudah cukup hemat, pertahankan kebiasaan menabung."
49214000,16437000,1670000,779000,3,Part-time,51,24271000,24943000,27843437.39,"Sudah cukup hemat, pertahankan kebiasaan menabung."
36585000,7434000,1832000,515000,2,Freelance,45,13004000,23581000,17902044.68,"Sudah cukup hemat, pertahankan kebiasaan menabung."
